asset_id,filename,file_id,profile_name,image_path,attr_fall_height,attr_has_pedestrian_railing,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_position,fall_height_bin,steps_bin
92432,AST_IM_20211019_133224.jpeg,28291,Stairs,data/citywide/images/356/92432/28291__AST_IM_20211019_133224.jpeg,,1 railing,Box Step,,At-Grade,,
92432,AST_EX_20220725_122009.jpeg,55968,Stairs,data/citywide/images/356/92432/55968__AST_EX_20220725_122009.jpeg,,1 railing,Box Step,,At-Grade,,
92432,AST_EX_20250130_165636.jpeg,78689,Stairs,data/citywide/images/356/92432/78689__AST_EX_20250130_165636.jpeg,,1 railing,Box Step,,At-Grade,,
92432,AST_EX_20250130_165542.jpeg,78690,Stairs,data/citywide/images/356/92432/78690__AST_EX_20250130_165542.jpeg,,1 railing,Box Step,,At-Grade,,
92432,AST_EX_20250130_165610.jpeg,78691,Stairs,data/citywide/images/356/92432/78691__AST_EX_20250130_165610.jpeg,,1 railing,Box Step,,At-Grade,,
92432,AST_EX_20250130_165602.jpeg,78692,Stairs,data/citywide/images/356/92432/78692__AST_EX_20250130_165602.jpeg,,1 railing,Box Step,,At-Grade,,
92432,AST_EX_20250130_165330.jpeg,78693,Stairs,data/citywide/images/356/92432/78693__AST_EX_20250130_165330.jpeg,,1 railing,Box Step,,At-Grade,,
92432,AST_EX_20250130_165308.jpeg,78695,Stairs,data/citywide/images/356/92432/78695__AST_EX_20250130_165308.jpeg,,1 railing,Box Step,,At-Grade,,
92432,AST_EX_20250130_165351.jpeg,78696,Stairs,data/citywide/images/356/92432/78696__AST_EX_20250130_165351.jpeg,,1 railing,Box Step,,At-Grade,,
92433,AST_IM_20211019_132249.jpeg,28324,Stairs,data/citywide/images/356/92433/28324__AST_IM_20211019_132249.jpeg,,No railings,Box Step,,At-Grade,,
92433,AST_IM_20211019_132238.jpeg,28326,Stairs,data/citywide/images/356/92433/28326__AST_IM_20211019_132238.jpeg,,No railings,Box Step,,At-Grade,,
92433,AST_EX_20220725_141410.jpeg,55969,Stairs,data/citywide/images/356/92433/55969__AST_EX_20220725_141410.jpeg,,No railings,Box Step,,At-Grade,,
92433,IMG_0769.JPG,65795,Stairs,data/citywide/images/356/92433/65795__IMG_0769.JPG,,No railings,Box Step,,At-Grade,,
92433,IMG_0771.JPG,65796,Stairs,data/citywide/images/356/92433/65796__IMG_0771.JPG,,No railings,Box Step,,At-Grade,,
92433,IMG_0770.JPG,65797,Stairs,data/citywide/images/356/92433/65797__IMG_0770.JPG,,No railings,Box Step,,At-Grade,,
92433,AST_EX_20250121_115432.jpeg,78486,Stairs,data/citywide/images/356/92433/78486__AST_EX_20250121_115432.jpeg,,No railings,Box Step,,At-Grade,,
92433,AST_EX_20250121_115424.jpeg,78487,Stairs,data/citywide/images/356/92433/78487__AST_EX_20250121_115424.jpeg,,No railings,Box Step,,At-Grade,,
92433,AST_EX_20250121_115709.jpeg,78510,Stairs,data/citywide/images/356/92433/78510__AST_EX_20250121_115709.jpeg,,No railings,Box Step,,At-Grade,,
92433,AST_EX_20250121_115716.jpeg,78530,Stairs,data/citywide/images/356/92433/78530__AST_EX_20250121_115716.jpeg,,No railings,Box Step,,At-Grade,,
92434,AST_IM_20211019_140842.jpeg,28309,Stairs,data/citywide/images/356/92434/28309__AST_IM_20211019_140842.jpeg,,2 railings,Timber/Wood,,Elevated,,
92434,AST_EX_20220725_123141.jpeg,55965,Stairs,data/citywide/images/356/92434/55965__AST_EX_20220725_123141.jpeg,,2 railings,Timber/Wood,,Elevated,,
92434,AST_EX_20250121_123125.jpeg,78495,Stairs,data/citywide/images/356/92434/78495__AST_EX_20250121_123125.jpeg,,2 railings,Timber/Wood,,Elevated,,
92434,AST_EX_20250121_122928.jpeg,78502,Stairs,data/citywide/images/356/92434/78502__AST_EX_20250121_122928.jpeg,,2 railings,Timber/Wood,,Elevated,,
92434,AST_EX_20250121_122828.jpeg,78504,Stairs,data/citywide/images/356/92434/78504__AST_EX_20250121_122828.jpeg,,2 railings,Timber/Wood,,Elevated,,
92434,AST_EX_20250121_122846.jpeg,78505,Stairs,data/citywide/images/356/92434/78505__AST_EX_20250121_122846.jpeg,,2 railings,Timber/Wood,,Elevated,,
92434,AST_EX_20250121_123000.jpeg,78517,Stairs,data/citywide/images/356/92434/78517__AST_EX_20250121_123000.jpeg,,2 railings,Timber/Wood,,Elevated,,
92434,AST_EX_20250121_122949.jpeg,78532,Stairs,data/citywide/images/356/92434/78532__AST_EX_20250121_122949.jpeg,,2 railings,Timber/Wood,,Elevated,,
92436,AST_IM_20211019_150127.jpeg,28285,Stairs,data/citywide/images/356/92436/28285__AST_IM_20211019_150127.jpeg,,1 railing,Box Step,,At-Grade,,
92436,AST_EX_20220725_122238.jpeg,55972,Stairs,data/citywide/images/356/92436/55972__AST_EX_20220725_122238.jpeg,,1 railing,Box Step,,At-Grade,,
92436,AST_EX_20250121_123539.jpeg,78511,Stairs,data/citywide/images/356/92436/78511__AST_EX_20250121_123539.jpeg,,1 railing,Box Step,,At-Grade,,
92436,AST_EX_20250121_123340.jpeg,78513,Stairs,data/citywide/images/356/92436/78513__AST_EX_20250121_123340.jpeg,,1 railing,Box Step,,At-Grade,,
92436,AST_EX_20250121_123529.jpeg,78514,Stairs,data/citywide/images/356/92436/78514__AST_EX_20250121_123529.jpeg,,1 railing,Box Step,,At-Grade,,
92436,AST_EX_20250121_123307.jpeg,78516,Stairs,data/citywide/images/356/92436/78516__AST_EX_20250121_123307.jpeg,,1 railing,Box Step,,At-Grade,,
92436,AST_EX_20250121_123333.jpeg,78518,Stairs,data/citywide/images/356/92436/78518__AST_EX_20250121_123333.jpeg,,1 railing,Box Step,,At-Grade,,
92436,AST_EX_20250121_123347.jpeg,78519,Stairs,data/citywide/images/356/92436/78519__AST_EX_20250121_123347.jpeg,,1 railing,Box Step,,At-Grade,,
92436,AST_EX_20250121_123246.jpeg,78528,Stairs,data/citywide/images/356/92436/78528__AST_EX_20250121_123246.jpeg,,1 railing,Box Step,,At-Grade,,
92436,AST_EX_20250121_123235.jpeg,78529,Stairs,data/citywide/images/356/92436/78529__AST_EX_20250121_123235.jpeg,,1 railing,Box Step,,At-Grade,,
92806,AST_IM_20211021_112008.jpeg,29393,Stairs,data/citywide/images/356/92806/29393__AST_IM_20211021_112008.jpeg,,No railings,Rock/Stone,,At-Grade,,
92806,AST_EX_20220725_142221.jpeg,55951,Stairs,data/citywide/images/356/92806/55951__AST_EX_20220725_142221.jpeg,,No railings,Rock/Stone,,At-Grade,,
92806,AST_EX_20250121_122007.jpeg,78520,Stairs,data/citywide/images/356/92806/78520__AST_EX_20250121_122007.jpeg,,No railings,Rock/Stone,,At-Grade,,
92807,AST_IM_20211021_112046.jpeg,29389,Stairs,data/citywide/images/356/92807/29389__AST_IM_20211021_112046.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92807,AST_EX_20220725_141949.jpeg,55950,Stairs,data/citywide/images/356/92807/55950__AST_EX_20220725_141949.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92807,AST_EX_20250130_163920.jpeg,78718,Stairs,data/citywide/images/356/92807/78718__AST_EX_20250130_163920.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92807,AST_EX_20250130_163905.jpeg,78722,Stairs,data/citywide/images/356/92807/78722__AST_EX_20250130_163905.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92807,AST_EX_20250130_164113.jpeg,78730,Stairs,data/citywide/images/356/92807/78730__AST_EX_20250130_164113.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92807,AST_EX_20250130_163859.jpeg,78731,Stairs,data/citywide/images/356/92807/78731__AST_EX_20250130_163859.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92807,AST_EX_20250130_164134.jpeg,78738,Stairs,data/citywide/images/356/92807/78738__AST_EX_20250130_164134.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92843,AST_IM_20211022_151959.jpeg,29447,Stairs,data/citywide/images/356/92843/29447__AST_IM_20211022_151959.jpeg,,2 railings,Timber/Wood,10.0,Elevated,,medium (10-20)
92917,AST_IM_20211027_123147.jpeg,29624,Stairs,data/citywide/images/356/92917/29624__AST_IM_20211027_123147.jpeg,,1 railing,Box Step,,At-Grade,,
92939,AST_IM_20211027_125019.jpeg,29620,Stairs,data/citywide/images/356/92939/29620__AST_IM_20211027_125019.jpeg,,No railings,Timber/Wood,,At-Grade,,
93352,AST_IM_20211104_094222.jpeg,30849,Stairs,data/citywide/images/356/93352/30849__AST_IM_20211104_094222.jpeg,,2 railings,Rock/Stone,,At-Grade,,
93352,AST_EX_20241128_122002.jpeg,77866,Stairs,data/citywide/images/356/93352/77866__AST_EX_20241128_122002.jpeg,,2 railings,Rock/Stone,,At-Grade,,
93352,AST_EX_20241128_121935.jpeg,77888,Stairs,data/citywide/images/356/93352/77888__AST_EX_20241128_121935.jpeg,,2 railings,Rock/Stone,,At-Grade,,
93357,AST_IM_20211104_105643.jpeg,30837,Stairs,data/citywide/images/356/93357/30837__AST_IM_20211104_105643.jpeg,,1 railing,Rock/Stone,,At-Grade,,
93357,AST_EX_20241128_115437.jpeg,77867,Stairs,data/citywide/images/356/93357/77867__AST_EX_20241128_115437.jpeg,,1 railing,Rock/Stone,,At-Grade,,
93357,AST_EX_20241128_115219.jpeg,77889,Stairs,data/citywide/images/356/93357/77889__AST_EX_20241128_115219.jpeg,,1 railing,Rock/Stone,,At-Grade,,
93359,AST_IM_20211104_105345.jpeg,30850,Stairs,data/citywide/images/356/93359/30850__AST_IM_20211104_105345.jpeg,,1 railing,Box Step,,At-Grade,,
93359,AST_EX_20241128_120218.jpeg,77878,Stairs,data/citywide/images/356/93359/77878__AST_EX_20241128_120218.jpeg,,1 railing,Box Step,,At-Grade,,
93359,AST_EX_20241128_120230.jpeg,77879,Stairs,data/citywide/images/356/93359/77879__AST_EX_20241128_120230.jpeg,,1 railing,Box Step,,At-Grade,,
93359,AST_EX_20241128_120209.jpeg,77881,Stairs,data/citywide/images/356/93359/77881__AST_EX_20241128_120209.jpeg,,1 railing,Box Step,,At-Grade,,
93363,AST_IM_20211104_111122.jpeg,30835,Stairs,data/citywide/images/356/93363/30835__AST_IM_20211104_111122.jpeg,,No railings,Concrete,,At-Grade,,
93363,AST_EX_20241128_113508.jpeg,77891,Stairs,data/citywide/images/356/93363/77891__AST_EX_20241128_113508.jpeg,,No railings,Concrete,,At-Grade,,
93363,AST_EX_20241128_113458.jpeg,77893,Stairs,data/citywide/images/356/93363/77893__AST_EX_20241128_113458.jpeg,,No railings,Concrete,,At-Grade,,
93363,AST_EX_20241128_113445.jpeg,77895,Stairs,data/citywide/images/356/93363/77895__AST_EX_20241128_113445.jpeg,,No railings,Concrete,,At-Grade,,
94121,AST_IM_20211118_143846.jpeg,32621,Stairs,data/citywide/images/356/94121/32621__AST_IM_20211118_143846.jpeg,,No railings,Concrete,,At-Grade,,
94135,16_Stairs leading from beach on Y trail to Parking Area1.jpg,33318,Stairs,data/citywide/images/356/94135/33318__16_Stairs_leading_from_beach_on_Y_trail_to_Parking_Area1.jpg,,No railings,Concrete,,At-Grade,,
94137,18_Stairs_North side of Parking Area 1.jpg,33321,Stairs,data/citywide/images/356/94137/33321__18_Stairs_North_side_of_Parking_Area_1.jpg,,No railings,Concrete,,At-Grade,,
94138,19_Stairs on South side of Parking Area 1.jpg,33322,Stairs,data/citywide/images/356/94138/33322__19_Stairs_on_South_side_of_Parking_Area_1.jpg,,No railings,Concrete,,At-Grade,,
94175,AST_IM_20211126_123548.jpeg,33057,Stairs,data/citywide/images/356/94175/33057__AST_IM_20211126_123548.jpeg,,,,,Other,,
94176,AST_IM_20211126_124251.jpeg,33067,Stairs,data/citywide/images/356/94176/33067__AST_IM_20211126_124251.jpeg,,1 railing,Timber/Wood,10.0,Elevated,,medium (10-20)
94295,IMG_0159.JPG,35235,Stairs,data/citywide/images/356/94295/35235__IMG_0159.JPG,,No railings,Timber/Wood,,At-Grade,,
94296,IMG_0163.JPG,35236,Stairs,data/citywide/images/356/94296/35236__IMG_0163.JPG,,No railings,Box Step,,At-Grade,,
94297,IMG_0167.JPG,35237,Stairs,data/citywide/images/356/94297/35237__IMG_0167.JPG,,No railings,Timber/Wood,,At-Grade,,
94298,IMG_0172.JPG,35238,Stairs,data/citywide/images/356/94298/35238__IMG_0172.JPG,,No railings,Timber/Wood,,At-Grade,,
94301,IMG_0184.JPG,35241,Stairs,data/citywide/images/356/94301/35241__IMG_0184.JPG,,,Timber/Wood,,Other,,
94302,IMG_0188.JPG,35242,Stairs,data/citywide/images/356/94302/35242__IMG_0188.JPG,,No railings,Box Step,,At-Grade,,
94307,IMG_0209.JPG,35247,Stairs,data/citywide/images/356/94307/35247__IMG_0209.JPG,,No railings,Timber/Wood,,,,
94308,IMG_0212.JPG,35248,Stairs,data/citywide/images/356/94308/35248__IMG_0212.JPG,,,Timber/Wood,,At-Grade,,
94311,IMG_0221.JPG,35251,Stairs,data/citywide/images/356/94311/35251__IMG_0221.JPG,,No railings,Timber/Wood,,,,
94313,IMG_0228.JPG,35253,Stairs,data/citywide/images/356/94313/35253__IMG_0228.JPG,,No railings,Box Step,,At-Grade,,
94315,IMG_0234.JPG,35254,Stairs,data/citywide/images/356/94315/35254__IMG_0234.JPG,,No railings,Timber/Wood,,Other,,
94318,IMG_0243.JPG,35257,Stairs,data/citywide/images/356/94318/35257__IMG_0243.JPG,,No railings,Timber/Wood,,Other,,
94324,IMG_0264.JPG,35262,Stairs,data/citywide/images/356/94324/35262__IMG_0264.JPG,,No railings,Timber/Wood,,Other,,
94328,IMG_0277.JPG,35265,Stairs,data/citywide/images/356/94328/35265__IMG_0277.JPG,,No railings,Timber/Wood,,Other,,
94329,IMG_0280.JPG,35266,Stairs,data/citywide/images/356/94329/35266__IMG_0280.JPG,,No railings,Timber/Wood,,At-Grade,,
94330,IMG_0283.JPG,35267,Stairs,data/citywide/images/356/94330/35267__IMG_0283.JPG,,No railings,Timber/Wood,,At-Grade,,
94332,IMG_0289.JPG,35268,Stairs,data/citywide/images/356/94332/35268__IMG_0289.JPG,,No railings,,,Other,,
94333,IMG_0292.JPG,35270,Stairs,data/citywide/images/356/94333/35270__IMG_0292.JPG,,No railings,Timber/Wood,,Other,,
94334,IMG_0295.JPG,35271,Stairs,data/citywide/images/356/94334/35271__IMG_0295.JPG,,No railings,Timber/Wood,,Other,,
94339,IMG_0313.JPG,35275,Stairs,data/citywide/images/356/94339/35275__IMG_0313.JPG,,No railings,Box Step,,At-Grade,,
94340,IMG_0316.JPG,35276,Stairs,data/citywide/images/356/94340/35276__IMG_0316.JPG,,No railings,Timber/Wood,,At-Grade,,
94341,IMG_0322.JPG,35277,Stairs,data/citywide/images/356/94341/35277__IMG_0322.JPG,,No railings,Timber/Wood,,Other,,
94343,IMG_0328.JPG,35278,Stairs,data/citywide/images/356/94343/35278__IMG_0328.JPG,,No railings,Timber/Wood,,Other,,
94369,IMG_0433.JPG,35302,Stairs,data/citywide/images/356/94369/35302__IMG_0433.JPG,,No railings,Timber/Wood,,Other,,
94397,IMG_0519.JPG,35328,Stairs,data/citywide/images/356/94397/35328__IMG_0519.JPG,,No railings,Timber/Wood,,At-Grade,,
94398,IMG_0523.JPG,35329,Stairs,data/citywide/images/356/94398/35329__IMG_0523.JPG,,1 railing,Timber/Wood,,Elevated,,
94401,IMG_0529.JPG,35331,Stairs,data/citywide/images/356/94401/35331__IMG_0529.JPG,,No railings,Concrete,,At-Grade,,
94402,IMG_0533.JPG,35332,Stairs,data/citywide/images/356/94402/35332__IMG_0533.JPG,,No railings,Concrete,,At-Grade,,
94403,IMG_0540.JPG,35334,Stairs,data/citywide/images/356/94403/35334__IMG_0540.JPG,,No railings,Box Step,,At-Grade,,
94404,IMG_0543.JPG,35335,Stairs,data/citywide/images/356/94404/35335__IMG_0543.JPG,,No railings,Timber/Wood,,Other,,
94417,IMG_0584.JPG,35347,Stairs,data/citywide/images/356/94417/35347__IMG_0584.JPG,,No railings,Timber/Wood,,At-Grade,,
94418,IMG_0587.JPG,35348,Stairs,data/citywide/images/356/94418/35348__IMG_0587.JPG,,No railings,Timber/Wood,,Other,,
94419,IMG_0590.JPG,35349,Stairs,data/citywide/images/356/94419/35349__IMG_0590.JPG,,No railings,Timber/Wood,,At-Grade,,
94426,IMG_0620.JPG,35356,Stairs,data/citywide/images/356/94426/35356__IMG_0620.JPG,,1 railing,Timber/Wood,,Elevated,,
94426,IMG_0636.JPG,35357,Stairs,data/citywide/images/356/94426/35357__IMG_0636.JPG,,1 railing,Timber/Wood,,Elevated,,
94426,IMG_0638.JPG,35358,Stairs,data/citywide/images/356/94426/35358__IMG_0638.JPG,,1 railing,Timber/Wood,,Elevated,,
94748,AST_EX_20241107_120529.jpeg,77187,Stairs,data/citywide/images/356/94748/77187__AST_EX_20241107_120529.jpeg,,No railings,Box Step,,At-Grade,,
94748,AST_EX_20241107_120511.jpeg,77188,Stairs,data/citywide/images/356/94748/77188__AST_EX_20241107_120511.jpeg,,No railings,Box Step,,At-Grade,,
96803,IMG_0179.JPG,36632,Stairs,data/citywide/images/356/96803/36632__IMG_0179.JPG,,1 railing,Timber/Wood,,Elevated,,
97124,AST_IM_20220323_114635.jpeg,37295,Stairs,data/citywide/images/356/97124/37295__AST_IM_20220323_114635.jpeg,,No railings,Timber/Wood,,At-Grade,,
97127,AST_IM_20220323_112240.jpeg,37301,Stairs,data/citywide/images/356/97127/37301__AST_IM_20220323_112240.jpeg,,1 railing,Timber/Wood,,At-Grade,,
98299,AST_IM_20220422_112601.jpeg,40049,Stairs,data/citywide/images/356/98299/40049__AST_IM_20220422_112601.jpeg,,No railings,Concrete,,At-Grade,,
98299,AST_EX_20260422_112640.jpeg,93232,Stairs,data/citywide/images/356/98299/93232__AST_EX_20260422_112640.jpeg,,No railings,Concrete,,At-Grade,,
98304,AST_IM_20220422_110104.jpeg,40050,Stairs,data/citywide/images/356/98304/40050__AST_IM_20220422_110104.jpeg,,No railings,Concrete,,At-Grade,,
98304,AST_EX_20260422_111207.jpeg,93298,Stairs,data/citywide/images/356/98304/93298__AST_EX_20260422_111207.jpeg,,No railings,Concrete,,At-Grade,,
98304,AST_EX_20260422_111154.jpeg,93299,Stairs,data/citywide/images/356/98304/93299__AST_EX_20260422_111154.jpeg,,No railings,Concrete,,At-Grade,,
98672,AST_IM_20220511_152412.jpeg,40773,Stairs,data/citywide/images/356/98672/40773__AST_IM_20220511_152412.jpeg,,No railings,Concrete,,At-Grade,,
98672,AST_EX_20241029_112819.jpeg,76535,Stairs,data/citywide/images/356/98672/76535__AST_EX_20241029_112819.jpeg,,No railings,Concrete,,At-Grade,,
98951,AST_IM_20220512_134534.jpeg,41714,Stairs,data/citywide/images/356/98951/41714__AST_IM_20220512_134534.jpeg,,2 railings,Rock/Stone,,At-Grade,,
98951,AST_EX_20250508_142641.jpeg,81807,Stairs,data/citywide/images/356/98951/81807__AST_EX_20250508_142641.jpeg,,2 railings,Rock/Stone,,At-Grade,,
98951,AST_EX_20250508_142715.jpeg,81825,Stairs,data/citywide/images/356/98951/81825__AST_EX_20250508_142715.jpeg,,2 railings,Rock/Stone,,At-Grade,,
98951,AST_EX_20250508_142627.jpeg,81827,Stairs,data/citywide/images/356/98951/81827__AST_EX_20250508_142627.jpeg,,2 railings,Rock/Stone,,At-Grade,,
98951,AST_EX_20250508_142615.jpeg,81828,Stairs,data/citywide/images/356/98951/81828__AST_EX_20250508_142615.jpeg,,2 railings,Rock/Stone,,At-Grade,,
100301,AST_IM_20220601_105228.jpeg,43888,Stairs,data/citywide/images/356/100301/43888__AST_IM_20220601_105228.jpeg,,No railings,Concrete,,At-Grade,,
100301,AST_EX_20240725_135851.jpeg,71341,Stairs,data/citywide/images/356/100301/71341__AST_EX_20240725_135851.jpeg,,No railings,Concrete,,At-Grade,,
100302,AST_IM_20220601_102646.jpeg,43890,Stairs,data/citywide/images/356/100302/43890__AST_IM_20220601_102646.jpeg,,No railings,Concrete,,At-Grade,,
100302,AST_EX_20240725_114523.jpeg,71427,Stairs,data/citywide/images/356/100302/71427__AST_EX_20240725_114523.jpeg,,No railings,Concrete,,At-Grade,,
100334,AST_IM_20220601_113848.jpeg,44043,Stairs,data/citywide/images/356/100334/44043__AST_IM_20220601_113848.jpeg,,No railings,Box Step,,At-Grade,,
101016,AST_IM_20220606_132425.jpeg,45014,Stairs,data/citywide/images/356/101016/45014__AST_IM_20220606_132425.jpeg,,No railings,Rock/Stone,,At-Grade,,
101027,AST_IM_20220606_133422.jpeg,45005,Stairs,data/citywide/images/356/101027/45005__AST_IM_20220606_133422.jpeg,,No railings,Rock/Stone,,At-Grade,,
101031,AST_IM_20220606_133037.jpeg,45015,Stairs,data/citywide/images/356/101031/45015__AST_IM_20220606_133037.jpeg,,No railings,Rock/Stone,,At-Grade,,
101066,AST_IM_20220607_105030.jpeg,45079,Stairs,data/citywide/images/356/101066/45079__AST_IM_20220607_105030.jpeg,,No railings,Rock/Stone,,At-Grade,,
101380,AST_IM_20220608_155003.jpeg,45407,Stairs,data/citywide/images/356/101380/45407__AST_IM_20220608_155003.jpeg,,2 railings,Timber/Wood,10.0,Elevated,,medium (10-20)
101396,AST_IM_20220608_123039.jpeg,45497,Stairs,data/citywide/images/356/101396/45497__AST_IM_20220608_123039.jpeg,,1 railing,Timber/Wood,8.0,Elevated,,few (<10)
101440,AST_IM_20220608_144708.jpeg,45566,Stairs,data/citywide/images/356/101440/45566__AST_IM_20220608_144708.jpeg,,1 railing,Timber/Wood,,At-Grade,,
101449,AST_IM_20220608_152128.jpeg,45544,Stairs,data/citywide/images/356/101449/45544__AST_IM_20220608_152128.jpeg,,1 railing,Rock/Stone,,At-Grade,,
101547,AST_IM_20220610_103934.jpeg,45698,Stairs,data/citywide/images/356/101547/45698__AST_IM_20220610_103934.jpeg,,1 railing,Timber/Wood,,At-Grade,,
101607,AST_IM_20220610_125112.jpeg,45847,Stairs,data/citywide/images/356/101607/45847__AST_IM_20220610_125112.jpeg,,1 railing,Box Step,,At-Grade,,
101613,AST_IM_20220610_124748.jpeg,45864,Stairs,data/citywide/images/356/101613/45864__AST_IM_20220610_124748.jpeg,,1 railing,Box Step,,At-Grade,,
101615,Purden July 19 Assett 101615.jpg,85309,Stairs,data/citywide/images/356/101615/85309__Purden_July_19_Assett_101615.jpg,,1 railing,Box Step,,At-Grade,,
101624,AST_IM_20220610_145154.jpeg,45867,Stairs,data/citywide/images/356/101624/45867__AST_IM_20220610_145154.jpeg,,No railings,Box Step,,At-Grade,,
101694,AST_IM_20220611_105509.jpeg,45915,Stairs,data/citywide/images/356/101694/45915__AST_IM_20220611_105509.jpeg,,No railings,Timber/Wood,,At-Grade,,
101697,AST_IM_20220611_111322.jpeg,45916,Stairs,data/citywide/images/356/101697/45916__AST_IM_20220611_111322.jpeg,,No railings,Timber/Wood,,,,
101714,AST_IM_20220611_123451.jpeg,45918,Stairs,data/citywide/images/356/101714/45918__AST_IM_20220611_123451.jpeg,,No railings,Steel,,,,
101715,AST_IM_20220611_121651.jpeg,45917,Stairs,data/citywide/images/356/101715/45917__AST_IM_20220611_121651.jpeg,,,,,Other,,
101719,AST_IM_20220611_123659.jpeg,45923,Stairs,data/citywide/images/356/101719/45923__AST_IM_20220611_123659.jpeg,,No railings,,,Other,,
101720,AST_IM_20220611_123922.jpeg,45924,Stairs,data/citywide/images/356/101720/45924__AST_IM_20220611_123922.jpeg,,,Metal,,,,
101739,AST_IM_20220611_105138.jpeg,45927,Stairs,data/citywide/images/356/101739/45927__AST_IM_20220611_105138.jpeg,,No railings,Rock/Stone,,At-Grade,,
101740,AST_IM_20220611_110858.jpeg,45928,Stairs,data/citywide/images/356/101740/45928__AST_IM_20220611_110858.jpeg,,,,,,,
101744,AST_IM_20220611_113333.jpeg,45926,Stairs,data/citywide/images/356/101744/45926__AST_IM_20220611_113333.jpeg,,No railings,Timber/Wood,,,,
101934,AST_IM_20220613_115159.jpeg,46083,Stairs,data/citywide/images/356/101934/46083__AST_IM_20220613_115159.jpeg,,No railings,Timber/Wood,,At-Grade,,
102366,AST_IM_20220615_152429.jpeg,46446,Stairs,data/citywide/images/356/102366/46446__AST_IM_20220615_152429.jpeg,,No railings,Box Step,,At-Grade,,
102425,AST_IM_20220615_125259.jpeg,46602,Stairs,data/citywide/images/356/102425/46602__AST_IM_20220615_125259.jpeg,,No railings,Timber/Wood,,At-Grade,,
102439,AST_IM_20220615_130216.jpeg,46608,Stairs,data/citywide/images/356/102439/46608__AST_IM_20220615_130216.jpeg,,No railings,Timber/Wood,10.0,Elevated,,medium (10-20)
102446,AST_IM_20220615_130343.jpeg,46614,Stairs,data/citywide/images/356/102446/46614__AST_IM_20220615_130343.jpeg,,No railings,Box Step,,At-Grade,,
102449,AST_IM_20220615_130659.jpeg,46613,Stairs,data/citywide/images/356/102449/46613__AST_IM_20220615_130659.jpeg,,No railings,Timber/Wood,15.0,Elevated,,medium (10-20)
102455,AST_IM_20220615_175818.jpeg,46636,Stairs,data/citywide/images/356/102455/46636__AST_IM_20220615_175818.jpeg,,No railings,Rock/Stone,,At-Grade,,
102459,AST_IM_20220615_180154.jpeg,46635,Stairs,data/citywide/images/356/102459/46635__AST_IM_20220615_180154.jpeg,,No railings,Rock/Stone,,At-Grade,,
102459,AST_IM_20220615_180201.jpeg,46637,Stairs,data/citywide/images/356/102459/46637__AST_IM_20220615_180201.jpeg,,No railings,Rock/Stone,,At-Grade,,
102467,AST_IM_20220612_135514.jpeg,46639,Stairs,data/citywide/images/356/102467/46639__AST_IM_20220612_135514.jpeg,,No railings,Timber/Wood,10.0,Elevated,,medium (10-20)
102473,AST_IM_20220612_134006.jpeg,46640,Stairs,data/citywide/images/356/102473/46640__AST_IM_20220612_134006.jpeg,,No railings,Box Step,,At-Grade,,
102759,AST_IM_20220616_165425.jpeg,47330,Stairs,data/citywide/images/356/102759/47330__AST_IM_20220616_165425.jpeg,,2 railings,Rock/Stone,,At-Grade,,
102839,AST_IM_20220617_133632.jpeg,47369,Stairs,data/citywide/images/356/102839/47369__AST_IM_20220617_133632.jpeg,,No railings,Timber/Wood,4.0,At-Grade,,few (<10)
102839,AST_EX_20250727_115358.jpeg,85476,Stairs,data/citywide/images/356/102839/85476__AST_EX_20250727_115358.jpeg,,No railings,Timber/Wood,4.0,At-Grade,,few (<10)
102843,AST_IM_20220617_142901.jpeg,47363,Stairs,data/citywide/images/356/102843/47363__AST_IM_20220617_142901.jpeg,,No railings,Box Step,,At-Grade,,
103887,AST_IM_20220621_170351.jpeg,48925,Stairs,data/citywide/images/356/103887/48925__AST_IM_20220621_170351.jpeg,,1 railing,Concrete,,At-Grade,,
103888,AST_IM_20220621_171617.jpeg,48945,Stairs,data/citywide/images/356/103888/48945__AST_IM_20220621_171617.jpeg,,1 railing,Concrete,,At-Grade,,
103896,AST_IM_20220621_165313.jpeg,48979,Stairs,data/citywide/images/356/103896/48979__AST_IM_20220621_165313.jpeg,,No railings,Concrete,,At-Grade,,
103909,AST_IM_20220621_164654.jpeg,48995,Stairs,data/citywide/images/356/103909/48995__AST_IM_20220621_164654.jpeg,,No railings,Box Step,,At-Grade,,
103930,AST_IM_20220621_170650.jpeg,48949,Stairs,data/citywide/images/356/103930/48949__AST_IM_20220621_170650.jpeg,,1 railing,Concrete,,At-Grade,,
103932,AST_IM_20220621_170059.jpeg,48948,Stairs,data/citywide/images/356/103932/48948__AST_IM_20220621_170059.jpeg,,1 railing,Box Step,,At-Grade,,
104098,AST_IM_20220622_121332.jpeg,48737,Stairs,data/citywide/images/356/104098/48737__AST_IM_20220622_121332.jpeg,,1 railing,Concrete,,At-Grade,,
