,File Name,Asset ID,Category,Segment,Name,Description,Attachments,Adjusted Quantity,Unit of Measure,In-Service Date,All Notes,Length (m),length measure by staff,Width (m),Fall Height (m),Height (m),Number of Steps,Structure Position,"Material (Frame, Tank, Body)",Surface Material,Decking Material,Structure Material,Abutment Material,Has Pedestrian Railing,Has Edge Guard,Bridge Type
3977,AST_IM_20220806_132310.jpeg,110137,Bridges,Trail Bridge,Log Bridge to Batchelor Cabin Via Hiking Trail (3),"5 logs, 8x3ft",1,2.5,Length (m),1/1/2000,Asset within 91.3454725529336 meters of a forest service road/id 95108/FOREST_FILE_ID R01686/MAP_LABEL R01686 270,2.5,True,1.0,-1.0,1.0,,,,,Timber,Timber,TBD,No railings,,Beam
3978,AST_IM_20220806_125731.jpeg,110139,Bridges,Trail Bridge,log bridge to Batchelor cabin via hiking trail (2),15x2 ft. Not sure when it was put in.,1,4.5,Length (m),1/1/2000,,4.5,True,0.5,-1.0,1.0,,,,,Timber,TBD,TBD,No railings,,Beam
3979,AST_IM_20220803_125158.jpeg,110156,Bridges,Trail Bridge,Trail Bridge,"30 dilapidated bridge, rotting and bouncy    ",1,4,Length (m),1/1/1990,,0.0,False,0.0,-1.0,0.0,,,,,TBD,TBD,TBD,No railings,,TBD
3980,AST_IM_20220806_153259.jpeg,110164,Bridges,Trail Bridge,Cone Trail Bridge 2,Second bridge on cone trail. Formerly bridge 3 before re-route at old second bridge. 4.88 m (16’) x 1.06 m (3.5’) steel I-beam bridge,1,4.88,Length (m),7/13/2017,,4.88,True,1.06,-1.0,0.0,,,,,Timber,Steel,Concrete,TBD,No,Beam
3981,AST_IM_20220806_150404.jpeg,110166,Structures,Viewing Platform,Cone Trail Viewing Platform,,1,1,Area (m2),1/1/2017,Copilot estimated area,1.0,False,1.0,-1.0,0.0,,Elevated,,,TBD,TBD,,No railings,No,
3982,AST_IM_20220806_152624.jpeg,110167,Bridges,Trail Bridge,Cone Trail Bridge 4,Fourth bridge on cone tour trail,1,8.6,Length (m),1/1/2001,Steel I beam bridge installed between 1995 and 2002. Decking and handrial replaced in 2017,8.6,True,1.1,-1.0,0.0,,,,,Timber,Steel,TBD,TBD,No,Beam
3983,Final-Report_cone_bridge_2017-07-13-compressed.pdf,110169,Bridges,Trail Bridge,Cone Trail Bridge 3,Third bridge on the cone tour trail. Formerly bridge 5 before 2 reroutes around previous bridges.,2,5.5,Length (m),1/1/2018,,5.5,True,1.06,-1.0,0.0,,,,,Timber,Steel,Concrete,TBD,No,Beam
3984,AST_IM_20220806_153044.jpeg,110169,Bridges,Trail Bridge,Cone Trail Bridge 3,Third bridge on the cone tour trail. Formerly bridge 5 before 2 reroutes around previous bridges.,2,5.5,Length (m),1/1/2018,,5.5,True,1.06,-1.0,0.0,,,,,Timber,Steel,Concrete,TBD,No,Beam
3985,AST_IM_20220806_152339.jpeg,110170,Bridges,Trail Bridge,Cone Trail Bridge 5,Wood construction,1,8.6,Length (m),1/1/2001,Steel bridge installed ~1995-2002. New deck and rail installed 2017,8.6,True,1.06,-1.0,0.0,,,,,Timber,Steel,Concrete,TBD,No,Beam
3986,AST_IM_20220806_154242.jpeg,110171,Bridges,Trail Bridge,Cone Trail Bridge 1,4.27 m (14’) x 1.06 m (3.5’) steel I-beam bridge,1,4.27,Length (m),7/13/2017,,4.27,True,1.06,-1.0,0.0,,,,,Timber,Steel,Concrete,TBD,No,Beam
3987,AST_IM_20220806_152457.jpeg,110173,Structures,Stairs,Cone Trail Stairs - Melita Lake,Metal grate stairs; wood step,1,0,Length (m),1/1/2013,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",0.0,False,,-1.0,0.0,-1.0,At-Grade,Timber/Wood,,,,,No railings,,
3988,AST_IM_20220806_151241.jpeg,110175,Structures,Stairs,Cone Trail Stairs - Near Cone,Metal grate stairs; other,1,0,Length (m),1/1/2012,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",0.0,False,,-1.0,0.0,-1.0,At-Grade,TBD,,,,,No railings,,
3989,AST_EX_20240629_145429.jpeg,110212,Structures,Stairs,Blackwall Peak Viewpoint Loop - Stairs 2,Wooden Stairs to Access Upper lot Blackwall.; boxsteps,3,5,Length (m),6/1/2019,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",5.0,False,,-1.0,0.0,-1.0,At-Grade,Box Step,,,,,No railings,,
3990,AST_EX_20240629_145350.jpeg,110212,Structures,Stairs,Blackwall Peak Viewpoint Loop - Stairs 2,Wooden Stairs to Access Upper lot Blackwall.; boxsteps,3,5,Length (m),6/1/2019,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",5.0,False,,-1.0,0.0,-1.0,At-Grade,Box Step,,,,,No railings,,
3991,AST_EX_20240629_145528.jpeg,110212,Structures,Stairs,Blackwall Peak Viewpoint Loop - Stairs 2,Wooden Stairs to Access Upper lot Blackwall.; boxsteps,3,5,Length (m),6/1/2019,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",5.0,False,,-1.0,0.0,-1.0,At-Grade,Box Step,,,,,No railings,,
3992,AST_EX_20240801_103020.jpeg,110221,Structures,Boardwalk < 1.2m High,Boardwalk 7,Labelled from buckhorn to kickinghorse,2,3,Length (m),6/1/2015,,,False,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
3993,AST_EX_20240623_141036.jpeg,110221,Structures,Boardwalk < 1.2m High,Boardwalk 7,Labelled from buckhorn to kickinghorse,2,3,Length (m),6/1/2015,,,False,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
3994,AST_EX_20240801_113838.jpeg,110228,Structures,Boardwalk < 1.2m High,Boardwalk 10,Labelled from buckhorn to kickinghorse,3,3,Length (m),6/1/2020,,,False,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
3995,AST_EX_20240623_132222.jpeg,110228,Structures,Boardwalk < 1.2m High,Boardwalk 10,Labelled from buckhorn to kickinghorse,3,3,Length (m),6/1/2020,,,False,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
3996,AST_EX_20240623_132643.jpeg,110228,Structures,Boardwalk < 1.2m High,Boardwalk 10,Labelled from buckhorn to kickinghorse,3,3,Length (m),6/1/2020,,,False,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
3997,AST_EX_20240801_103254.jpeg,110238,Structures,Boardwalk < 1.2m High,Boardwalk 9,Labelled from buckhorn to kickinghorse,3,3,Length (m),6/1/2015,,,False,1.0,-1.0,1.0,,,,,TBD,TBD,,No railings,No,
3998,AST_EX_20240623_140824.jpeg,110238,Structures,Boardwalk < 1.2m High,Boardwalk 9,Labelled from buckhorn to kickinghorse,3,3,Length (m),6/1/2015,,,False,1.0,-1.0,1.0,,,,,TBD,TBD,,No railings,No,
3999,AST_EX_20240623_140816.jpeg,110238,Structures,Boardwalk < 1.2m High,Boardwalk 9,Labelled from buckhorn to kickinghorse,3,3,Length (m),6/1/2015,,,False,1.0,-1.0,1.0,,,,,TBD,TBD,,No railings,No,
4000,AST_EX_20240801_103113.jpeg,110241,Structures,Boardwalk < 1.2m High,Boardwalk 8,Labelled from buckhorn to kickinghorse,2,3,Length (m),6/1/2010,,,False,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4001,AST_EX_20240623_141008.jpeg,110241,Structures,Boardwalk < 1.2m High,Boardwalk 8,Labelled from buckhorn to kickinghorse,2,3,Length (m),6/1/2010,,,False,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4002,AST_EX_20240622_125937.jpeg,110256,Structures,Boardwalk > 1.2m High,Water Access Boardwalk,boardwalk at water access,1,3,Length (m),6/1/2010,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4003,AST_EX_20240801_100842.jpeg,110257,Structures,Boardwalk > 1.2m High,Boardwalk 2,2nd boardwalk from Buckhorn to Kickinghorse,3,2,Length (m),6/1/2015,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4004,MI_20240629_125429.jpg,110257,Structures,Boardwalk > 1.2m High,Boardwalk 2,2nd boardwalk from Buckhorn to Kickinghorse,3,2,Length (m),6/1/2015,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4005,AST_EX_20240623_142217.jpeg,110257,Structures,Boardwalk > 1.2m High,Boardwalk 2,2nd boardwalk from Buckhorn to Kickinghorse,3,2,Length (m),6/1/2015,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4006,AST_EX_20240801_102907.jpeg,110267,Structures,Boardwalk < 1.2m High,Boardwalk 6,Labelled from buckhorn to kickinghorse,2,3,Length (m),6/1/2017,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4007,AST_EX_20240623_141102.jpeg,110267,Structures,Boardwalk < 1.2m High,Boardwalk 6,Labelled from buckhorn to kickinghorse,2,3,Length (m),6/1/2017,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4008,AST_EX_20240801_102725.jpeg,110268,Structures,Boardwalk < 1.2m High,Boardwalk 5,Labelled from buckhorn to kickinghorse,4,3,Length (m),6/1/2015,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4009,AST_EX_20240801_102652.jpeg,110268,Structures,Boardwalk < 1.2m High,Boardwalk 5,Labelled from buckhorn to kickinghorse,4,3,Length (m),6/1/2015,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4010,AST_EX_20240623_141207.jpeg,110268,Structures,Boardwalk < 1.2m High,Boardwalk 5,Labelled from buckhorn to kickinghorse,4,3,Length (m),6/1/2015,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4011,AST_EX_20240623_141216.jpeg,110268,Structures,Boardwalk < 1.2m High,Boardwalk 5,Labelled from buckhorn to kickinghorse,4,3,Length (m),6/1/2015,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4012,MI_20240629_130033.jpg,110276,Structures,Boardwalk > 1.2m High,Boardwalk,Long boardwalk with steps in Buckhorn Camp,2,3,Length (m),6/1/2010,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4013,AST_EX_20240623_142125.jpeg,110276,Structures,Boardwalk > 1.2m High,Boardwalk,Long boardwalk with steps in Buckhorn Camp,2,3,Length (m),6/1/2010,,,False,1.0,-1.0,2.0,,,,,Timber,Timber,,No railings,No,
4014,AST_IM_20220807_095707.jpeg,110280,Structures,Boardwalk < 1.2m High,Boardwalk - 6 Lookout Trail,"1x4, wood, right of fork",2,1,Length (m),1/1/2010,,4.0,True,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4015,AST_IM_20220807_095657.jpeg,110280,Structures,Boardwalk < 1.2m High,Boardwalk - 6 Lookout Trail,"1x4, wood, right of fork",2,1,Length (m),1/1/2010,,4.0,True,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4016,AST_IM_20220807_094956.jpeg,110281,Structures,Boardwalk < 1.2m High,Boardwalk - 1 Lookout Trail,"1x4, wood, right of fork",1,4,Length (m),1/1/2022,,5.0,True,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4017,AST_IM_20220807_095139.jpeg,110282,Structures,Boardwalk < 1.2m High,Boardwalk - 3 Lookout Trail,"1x4m, wood, right of fork",1,4,Length (m),1/1/2022,,5.0,True,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4018,AST_IM_20220807_095251.jpeg,110283,Structures,Boardwalk < 1.2m High,Boardwalk - 4 Lookout Trail,"1x2m, wood, right of fork",1,2,Length (m),1/1/2022,,1.5,True,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4019,AST_IM_20220807_095944.jpeg,110284,Structures,Stairs,Step - Lookout Trail,"Small step just before stairs, 2 4x4 posts, .5m long; wood step",1,1,Length (m),1/1/2010,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",0.0,False,,-1.0,0.0,-1.0,At-Grade,Timber/Wood,,,,,No railings,,
4020,AST_IM_20220807_104026.jpeg,110285,Structures,Boardwalk < 1.2m High,Boardwalk - 3 Francis Point,"4 logs, 1x3m, after first small lookout",1,3,Length (m),1/1/2005,,30.0,True,1.0,-1.0,0.0,,,,,Timber,Timber,,No railings,No,
4021,AST_IM_20220807_100742.jpeg,110287,Structures,Stairs,Stairs - Lookout - 2,"Base of lookout, 10 steps, half of stairs has railing, part gravel and part wood steps, metal traction pieces on half of steps,; wood staircase",2,4,Length (m),1/1/2018,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",4.0,False,,-1.0,0.0,-1.0,Elevated,Timber/Wood,,,,,1 railing,,
4022,AST_IM_20220807_100757.jpeg,110287,Structures,Stairs,Stairs - Lookout - 2,"Base of lookout, 10 steps, half of stairs has railing, part gravel and part wood steps, metal traction pieces on half of steps,; wood staircase",2,4,Length (m),1/1/2018,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",4.0,False,,-1.0,0.0,-1.0,Elevated,Timber/Wood,,,,,1 railing,,
4023,AST_IM_20220807_104805.jpeg,110291,Structures,Boardwalk < 1.2m High,Boardwalk - 4 - Francis Point,"4 logs, 1x3, 200m from other log boardwalk",1,3,Length (m),1/1/2010,,13.0,True,1.0,-1.0,0.0,,,,,Timber,Timber,,No railings,No,
4024,AST_EX_20250704_132728.jpeg,110293,Structures,Boardwalk < 1.2m High,Boardwalk - 2 - Francis Point,"1.5x4m, wood, left of fork, just after 1 boardwalk, built on a log",3,4,Length (m),1/1/2010,,8.0,True,1.5,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4025,AST_IM_20220807_102628.jpeg,110293,Structures,Boardwalk < 1.2m High,Boardwalk - 2 - Francis Point,"1.5x4m, wood, left of fork, just after 1 boardwalk, built on a log",3,4,Length (m),1/1/2010,,8.0,True,1.5,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4026,AST_IM_20220807_102617.jpeg,110293,Structures,Boardwalk < 1.2m High,Boardwalk - 2 - Francis Point,"1.5x4m, wood, left of fork, just after 1 boardwalk, built on a log",3,4,Length (m),1/1/2010,,8.0,True,1.5,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4027,AST_IM_20220807_103623.jpeg,110299,Bridges,Trail Bridge,Trail Bridge - Francis Point,"1x6.5m, wood, just after dedication cairn,",3,6.5,Length (m),1/1/2010,,6.5,True,1.0,-1.0,1.0,,,,,Timber,Timber,Timber,No railings,,Beam
4028,AST_IM_20220807_103601.jpeg,110299,Bridges,Trail Bridge,Trail Bridge - Francis Point,"1x6.5m, wood, just after dedication cairn,",3,6.5,Length (m),1/1/2010,,6.5,True,1.0,-1.0,1.0,,,,,Timber,Timber,Timber,No railings,,Beam
4029,AST_IM_20220807_103615.jpeg,110299,Bridges,Trail Bridge,Trail Bridge - Francis Point,"1x6.5m, wood, just after dedication cairn,",3,6.5,Length (m),1/1/2010,,6.5,True,1.0,-1.0,1.0,,,,,Timber,Timber,Timber,No railings,,Beam
4030,AST_IM_20220807_095426.jpeg,110300,Structures,Boardwalk < 1.2m High,Boardwalk - 5 Lookout Trail,"1x2.5, wood, right of fork",1,2.5,Length (m),1/1/2022,,2.0,True,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4031,AST_IM_20220807_102333.jpeg,110301,Structures,Boardwalk < 1.2m High,Boardwalk - 1 Francis Point,"1x4,  wood, left of fork, just before 2 boardwalk,",1,4,Length (m),1/1/2010,,8.0,True,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4032,AST_IM_20220808_115216.jpeg,110356,Bridges,Trail Bridge,Trail Bridge - Roland Point 2,"1x4m, log stringers, 1m above ground, 6x6 footings",1,4,Length (m),1/1/2005,,4.0,True,1.0,-1.0,1.0,,,,,Timber,Timber,TBD,No railings,,Beam
4033,AST_IM_20220808_100358.jpeg,110371,Structures,Stairs,stairs- lower road to toilet,"Three 6""x6"" posts that creates steps up to toilet.; wood step",1,3,Length (m),1/1/2010,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",3.0,False,,-1.0,0.0,-1.0,At-Grade,Timber/Wood,,,,,No railings,,
4034,AST_IM_20220808_115327.jpeg,110378,Structures,Stairs,stairs out to Roland point,12 steps in total; wood step,1,12,Length (m),1/1/2005,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",12.0,False,,-1.0,0.0,-1.0,At-Grade,Timber/Wood,,,,,No railings,,
4035,AST_IM_20220723_141436.jpeg,110463,Structures,Boardwalk < 1.2m High,Table Mountain boardwalk,35 feeer,1,10.668,Length (m),1/1/2010,,15.0,True,0.0,-1.0,1.0,,,,,TBD,TBD,,No railings,No,
4036,AST_IM_20220723_141405.jpeg,110467,Structures,Boardwalk < 1.2m High,Table Mountain boardwalk,40 feet long,1,12.192,Length (m),1/1/2010,,12.192,True,1.0,-1.0,1.0,,,,,TBD,TBD,,No railings,No,
4037,AST_IM_20220809_101718.jpeg,110563,Structures,Boardwalk < 1.2m High,boardwalk Baden Powell trail,"2 wooden planks, 4m long, 1m wide, 2005",1,4,Length (m),1/1/2005,,30.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4038,AST_IM_20220809_095424.jpeg,110564,Bridges,Trail Bridge,trail bridge Baden Powell trail,"wood starting to rot, 3m long, 1.5m wide, 0.5m above water",1,1,Length (m),1/1/2000,,0.0,False,0.0,-1.0,0.0,,,,,TBD,TBD,TBD,TBD,TBD,TBD
4039,AST_IM_20220809_100559.jpeg,110567,Structures,Boardwalk < 1.2m High,boardwalk Baden Powell trail,"2 wooden planks, 6m long, 0.5m wide, 2005",1,6,Length (m),1/1/2005,,15.0,True,0.5,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4040,AST_IM_20220809_093857.jpeg,110568,Structures,Stairs,stairs to pit toilet Baden Powell trail,rotting and loose; wood staircase,1,1,Length (m),1/1/1995,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",0.0,False,,-1.0,0.0,-1.0,Elevated,Timber/Wood,,,,,1 railing,,
4041,AST_IM_20220809_102112.jpeg,110569,Bridges,Trail Bridge,trail bridge Baden Powell Trail,"old wood planks, 1m long, 1m wide, 0.5m above ground, 1995",1,1,Length (m),1/1/1995,,0.0,False,0.0,-1.0,0.0,,,,,TBD,TBD,TBD,TBD,TBD,TBD
4042,AST_IM_20220809_103732.jpeg,110570,Structures,Boardwalk < 1.2m High,boardwalk Hollyburn trail,"2 wooden planks, 2.5m long, 1m wide, 2005",1,5,Length (m),1/1/2005,,5.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4043,AST_IM_20220809_102643.jpeg,110571,Structures,Boardwalk < 1.2m High,boardwalk Baden Powell Trail,"old wood covered in dirt, 1m long, 1m wide, 1995",1,1,Length (m),1/1/1995,,8.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4044,AST_IM_20220809_101840.jpeg,110572,Structures,Boardwalk < 1.2m High,boardwalk Baden Powell trail,"old wood planks, gap in one, 2m long, 1m wide",1,2,Length (m),1/1/1995,,150.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4045,AST_IM_20220809_101331.jpeg,110573,Structures,Boardwalk < 1.2m High,boardwalk Baden Powell trail,"2 wooden planks, 11m long, 1m wide, 2005",1,1,Length (m),1/1/2005,,9.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4046,AST_IM_20220809_104503.jpeg,110574,Bridges,Trail Bridge,trail bridge Hollyburn trail,"rotting old wood, 2m long, 1m wide, 1990",1,1,Length (m),1/1/1990,,0.0,False,0.0,-1.0,0.0,,,,,TBD,TBD,TBD,TBD,TBD,TBD
4047,AST_IM_20220809_100144.jpeg,110576,Bridges,Trail Bridge,trail bridge Baden Powell Trail,"old wood, gap in planks,2m long, 0.5m wide, 1m above ground",1,1,Length (m),1/1/2000,,0.0,False,0.0,-1.0,0.0,,,,,TBD,TBD,TBD,TBD,TBD,TBD
4048,AST_IM_20220809_103538.jpeg,110577,Structures,Boardwalk < 1.2m High,boardwalk Hollyburn trail,"2 wooden planks, 3m long, 1m wide, 2005",1,1,Length (m),1/1/2005,,3.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4049,AST_IM_20220809_095949.jpeg,110578,Structures,Boardwalk < 1.2m High,boardwalk Baden Powell Trail,"2 wooden planks,5m long, 1m wide, 2010",1,1,Length (m),1/1/2010,,4.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4050,AST_IM_20220809_100954.jpeg,110579,Structures,Boardwalk < 1.2m High,boardwalk Baden Powell trail,"2 wooden planks, 7m long, 1m wide, 2010",1,5,Length (m),1/1/2010,,5.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4051,AST_IM_20220809_101517.jpeg,110580,Structures,Boardwalk < 1.2m High,boardwalk Baden Powell Trail,"2 wooden planks, 6m long, 1m wide, 2005",1,6,Length (m),1/1/2005,,4.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4052,AST_IM_20220809_102323.jpeg,110581,Bridges,Trail Bridge,trail bridge Baden Powell Trail,"old wood planks,1m long, 1m wide, 1995",1,1,Length (m),1/1/1995,,0.0,False,0.0,-1.0,0.0,,,,,TBD,TBD,TBD,TBD,TBD,TBD
4053,AST_IM_20220809_104643.jpeg,110582,Bridges,Trail Bridge,trail bridge Hollyburn trail,"old wood,1.5m long, 0.5m wide, 1995",1,1,Length (m),1/1/1995,,0.0,False,0.0,-1.0,0.0,,,,,TBD,TBD,TBD,TBD,TBD,TBD
4054,AST_IM_20220809_095859.jpeg,110583,Structures,Boardwalk < 1.2m High,boardwalk Baden Powell trail,"2 wooden planks,3m long, 1m wide, 2010",1,1,Length (m),1/1/2010,,3.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4055,AST_IM_20220806_150355.jpeg,110602,Structures,Boardwalk < 1.2m High,boardwalk near spruce,10ftx1ft.,1,3,Length (m),5/4/2016,,8.0,True,0.75,-1.0,0.1,,,,,TBD,Timber,,No railings,No,
4056,AST_IM_20220806_151339.jpeg,110606,Structures,Boardwalk < 1.2m High,board walk near spruce,35ftx2ft. Non standard,1,13,Length (m),5/6/2014,,13.0,True,0.4,-1.0,0.1,,,,,TBD,Timber,,No railings,No,
4057,AST_IM_20220806_151139.jpeg,110607,Structures,Boardwalk < 1.2m High,bordwalk near spruce,50ftx2ft. Non standard,1,17,Length (m),2/3/2015,,17.0,True,0.3,-1.0,0.1,,,,,TBD,Timber,,No railings,No,
4058,AST_IM_20220806_130506.jpeg,110608,Structures,Boardwalk < 1.2m High,boardwalk,One fallen tree as boardwalk. 12ft long,1,4,Length (m),5/8/2012,,8.0,True,0.3,-1.0,0.5,,,,,Timber,Timber,,No railings,No,
4059,AST_IM_20220810_102410.jpeg,110699,Structures,Boardwalk < 1.2m High,boardwalk yew lake trail,"2.5m long, 1.5m wide, edge guard",1,1,Length (m),1/1/1995,,150.0,True,1.5,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4060,AST_IM_20220810_140426.jpeg,110703,Structures,Stairs,stairs HSCT St Marks Summit,"wood stairs leading to st marks summit, total of about 50m in length, 1.5m wide; boxsteps",1,1,Length (m),1/1/2015,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",0.0,False,,-1.0,0.0,-1.0,At-Grade,Box Step,,,,,No railings,,
4061,AST_IM_20220810_141428.jpeg,110706,Structures,Stairs,stairs HSCT st marks summit,"old wood rotting, 3m long, 1m wide, 1995; boxsteps",1,1,Length (m),1/1/1995,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",0.0,False,,-1.0,0.0,-1.0,At-Grade,Box Step,,,,,No railings,,
4062,AST_IM_20220810_142446.jpeg,110711,Structures,Boardwalk < 1.2m High,boardwalk HSCT st marks summit,"wood, 7m long, 1m wide, 2005",1,7,Length (m),1/1/2005,,4.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4063,AST_IM_20220810_144032.jpeg,110712,Structures,Boardwalk < 1.2m High,boardwalk HSCT St marks summit,"three 2.5m boardwalks in a row, 1m long",1,1,Length (m),1/1/1995,,4.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4064,AST_IM_20220810_175528.jpeg,110715,Bridges,Trail Bridge,trail bridge HSCT west,"3m long, 1m wide, edge guard, 1.5m above ground, half covered in gravel",1,1,Length (m),1/1/2000,,0.0,False,0.0,-1.0,0.0,,,,,TBD,TBD,TBD,TBD,TBD,TBD
4065,AST_IM_20220810_143106.jpeg,110720,Structures,Boardwalk < 1.2m High,boardwalk HSCT st marks summit,"15m long, 1m wide, 2005",1,15,Length (m),1/1/2005,,20.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4066,AST_IM_20220810_100939.jpeg,110731,Structures,Boardwalk < 1.2m High,boardwalk yew lake trail,"2.5m long, 1.5m wide, edge guard",1,1,Length (m),1/1/1995,,325.0,True,1.5,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4067,AST_IM_20220810_143709.jpeg,110755,Structures,Boardwalk < 1.2m High,boardwalk HSCT st marks summit,"5m long, 1m wide, 2005",1,1,Length (m),1/1/2005,,4.0,True,1.0,-1.0,0.0,,,,,TBD,TBD,,No railings,No,
4068,AST_IM_20220810_104730.jpeg,110759,Bridges,Trail Bridge,trail bridge yew lake trail,"sagging a bit in middle, 3M long, 1.5m wide, edge guard, 1m above ground",1,1,Length (m),1/1/2000,,0.0,False,0.0,-1.0,0.0,,,,,TBD,TBD,TBD,TBD,TBD,TBD
4069,AST_EX_20250722_154058.jpeg,110775,Bridges,Trail Bridge,Bridge from Kain hut to toilets,,2,5,Length (m),1/1/1980,Copilot estimate length and handrail,5.0,False,0.0,-1.0,0.0,,,,,Timber,Timber,TBD,No railings,,Beam
4070,AST_IM_20220809_134943.jpeg,110775,Bridges,Trail Bridge,Bridge from Kain hut to toilets,,2,5,Length (m),1/1/1980,Copilot estimate length and handrail,5.0,False,0.0,-1.0,0.0,,,,,Timber,Timber,TBD,No railings,,Beam
4071,AST_IM_20220810_141749.jpeg,110788,Bridges,Trail Bridge,Small wooden bridge,One of three in grouping,1,4,Length (m),1/1/1980,Copilot estimated length,4.0,False,0.0,-1.0,0.0,,,,,Timber,TBD,Timber,No railings,,Beam
4072,AST_IM_20220810_142840.jpeg,110794,Structures,Boardwalk < 1.2m High,Boardwalk,Section of boardwalk on trail from main parking lot to Kain hut,1,0,Length (m),1/1/1990,,0.0,False,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4073,AST_IM_20220810_141019.jpeg,110798,Structures,Boardwalk < 1.2m High,Boardwalk,Wooden boardwalk along trail from main parking lot to Kain hut.,1,0,Length (m),1/1/1980,,0.0,False,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
4074,AST_IM_20220809_135016.jpeg,110805,Bridges,Trail Bridge,Bridge from Kain hut to outhouse,One of two bridges from Kain Hut to outhouses,1,4,Length (m),1/1/1980,Copilot estimate length and handrail,4.0,False,0.0,-1.0,0.0,,,,,Timber,Timber,Timber,No railings,,Beam
4075,AST_EX_20241010_093848.jpeg,110810,Bridges,Trail Bridge,First bridge on main trail,First bridge on main trail nearest to parking lot. New Sept 2024,3,6,Length (m),10/3/2024,Copilot estimate length and handrail,6.0,False,0.0,-1.0,0.0,,,,,Timber,Timber,Timber,2 railings,,Beam
